,index,country,created_at,paid,installs
34536,43151,GB,2019-06-29 22:00:00+00:00,False,695
34537,16529,US,2019-06-14 22:00:00+00:00,False,39
34538,7137,DE,2019-05-30 03:00:00+00:00,False,870
34539,26566,IT,2019-01-15 07:00:00+00:00,True,244
34540,44268,TR,2019-01-24 08:00:00+00:00,True,580
34541,11446,US,2019-03-01 01:00:00+00:00,True,604
34542,40980,GB,2019-05-15 17:00:00+00:00,True,440
34543,16174,US,2019-06-07 13:00:00+00:00,True,224
34544,40754,GB,2019-05-11 00:00:00+00:00,True,130
34545,40884,GB,2019-05-13 17:00:00+00:00,True,110
34546,23374,RU,2019-05-08 16:00:00+00:00,True,526
34547,15662,US,2019-05-27 21:00:00+00:00,True,323
34548,14251,US,2019-04-28 11:00:00+00:00,False,201
34549,12056,US,2019-03-13 18:00:00+00:00,True,880
34550,15051,US,2019-05-15 03:00:00+00:00,False,921
34551,3548,DE,2019-03-16 09:00:00+00:00,True,882
34552,35539,GB,2019-01-22 08:00:00+00:00,False,642
34553,48842,TR,2019-04-29 15:00:00+00:00,True,605
34554,26147,IT,2019-01-06 13:00:00+00:00,False,470
34555,16223,US,2019-06-08 13:00:00+00:00,False,263
34556,10039,US,2019-01-30 17:00:00+00:00,False,478
34557,32537,IT,2019-05-19 16:00:00+00:00,False,395
34558,6324,DE,2019-05-13 05:00:00+00:00,True,64
34559,6131,DE,2019-05-09 04:00:00+00:00,False,22
34560,27054,IT,2019-01-25 11:00:00+00:00,True,406
34561,47649,TR,2019-04-04 18:00:00+00:00,False,921
34562,38801,GB,2019-03-31 07:00:00+00:00,False,117
34563,49468,TR,2019-05-12 16:00:00+00:00,True,397
34564,44834,TR,2019-02-05 03:00:00+00:00,True,946
34565,6702,DE,2019-05-21 02:00:00+00:00,True,568
34566,25419,RU,2019-06-20 06:00:00+00:00,False,34
34567,23416,RU,2019-05-09 13:00:00+00:00,True,306
34568,24305,RU,2019-05-28 01:00:00+00:00,False,269
34569,14450,US,2019-05-02 15:00:00+00:00,True,146
34570,2205,DE,2019-02-16 09:00:00+00:00,False,763
34571,37640,GB,2019-03-07 03:00:00+00:00,True,389
34572,13065,US,2019-04-03 18:00:00+00:00,False,107
34573,45560,TR,2019-02-20 06:00:00+00:00,True,135
34574,9173,US,2019-01-12 16:00:00+00:00,False,922
34575,45826,TR,2019-02-25 19:00:00+00:00,True,73
34576,14424,US,2019-05-02 02:00:00+00:00,True,763
34577,8374,DE,2019-06-24 22:00:00+00:00,True,784
34578,35021,GB,2019-01-11 13:00:00+00:00,False,993
34579,9229,US,2019-01-13 20:00:00+00:00,False,107
34580,21272,RU,2019-03-25 21:00:00+00:00,True,16
34581,12436,US,2019-03-21 16:00:00+00:00,True,418
34582,25871,RU,2019-06-29 16:00:00+00:00,False,226
34583,34538,GB,2019-01-01 12:00:00+00:00,True,9
34584,39833,GB,2019-04-21 19:00:00+00:00,False,848
34585,24811,RU,2019-06-07 14:00:00+00:00,False,174
34586,25411,RU,2019-06-20 02:00:00+00:00,False,48
34587,46058,TR,2019-03-02 15:00:00+00:00,True,624
34588,674,DE,2019-01-15 12:00:00+00:00,True,476
34589,43963,TR,2019-01-17 23:00:00+00:00,False,648
34590,2912,DE,2019-03-03 03:00:00+00:00,True,670
34591,41723,GB,2019-05-31 04:00:00+00:00,False,156
34592,29105,IT,2019-03-09 04:00:00+00:00,False,895
34593,4471,DE,2019-04-04 14:00:00+00:00,False,223
34594,49967,TR,2019-05-23 01:00:00+00:00,False,442
34595,19722,RU,2019-02-21 14:00:00+00:00,True,938
34596,27477,IT,2019-02-03 06:00:00+00:00,False,773
34597,33857,IT,2019-06-16 04:00:00+00:00,False,294
34598,6704,DE,2019-05-21 03:00:00+00:00,True,770
34599,16727,US,2019-06-19 01:00:00+00:00,False,616
34600,32772,IT,2019-05-24 14:00:00+00:00,True,13
34601,24163,RU,2019-05-25 02:00:00+00:00,False,160
34602,44776,TR,2019-02-03 22:00:00+00:00,True,391
34603,46277,TR,2019-03-07 04:00:00+00:00,False,721
34604,33725,IT,2019-06-13 10:00:00+00:00,False,713
34605,44902,TR,2019-02-06 13:00:00+00:00,True,445
34606,14452,US,2019-05-02 16:00:00+00:00,True,275
34607,11534,US,2019-03-02 21:00:00+00:00,True,640
34608,26824,IT,2019-01-20 16:00:00+00:00,True,913
34609,23922,RU,2019-05-20 02:00:00+00:00,True,68
34610,47881,TR,2019-04-09 14:00:00+00:00,False,988
34611,51650,TR,2019-06-27 03:00:00+00:00,True,777
34612,35600,GB,2019-01-23 15:00:00+00:00,True,391
34613,13711,US,2019-04-17 05:00:00+00:00,False,72
34614,19599,RU,2019-02-19 00:00:00+00:00,False,176
34615,18566,RU,2019-01-28 12:00:00+00:00,True,702
34616,42492,GB,2019-06-16 05:00:00+00:00,True,801
34617,20077,RU,2019-02-28 23:00:00+00:00,False,760
34618,24827,RU,2019-06-07 22:00:00+00:00,False,701
34619,31554,IT,2019-04-29 05:00:00+00:00,True,696
34620,48810,TR,2019-04-28 23:00:00+00:00,True,406
34621,30565,IT,2019-04-08 14:00:00+00:00,False,681
34622,10907,US,2019-02-17 19:00:00+00:00,False,346
34623,45904,TR,2019-02-27 10:00:00+00:00,True,850
34624,43480,TR,2019-01-07 22:00:00+00:00,True,576
34625,49300,TR,2019-05-09 04:00:00+00:00,True,312
34626,47618,TR,2019-04-04 03:00:00+00:00,True,796
34627,5664,DE,2019-04-29 11:00:00+00:00,True,323
34628,24010,RU,2019-05-21 22:00:00+00:00,True,774
34629,48839,TR,2019-04-29 13:00:00+00:00,False,560
34630,51298,TR,2019-06-19 19:00:00+00:00,True,18
34631,8222,DE,2019-06-21 18:00:00+00:00,True,327
34632,5441,DE,2019-04-24 19:00:00+00:00,False,486
34633,16989,US,2019-06-24 12:00:00+00:00,False,831
34634,28603,IT,2019-02-26 17:00:00+00:00,False,610
34635,17195,US,2019-06-28 19:00:00+00:00,False,528
34636,14883,US,2019-05-11 15:00:00+00:00,False,720
34637,31880,IT,2019-05-06 00:00:00+00:00,True,156
34638,4984,DE,2019-04-15 07:00:00+00:00,True,58
34639,23029,RU,2019-05-01 11:00:00+00:00,False,249
34640,28651,IT,2019-02-27 17:00:00+00:00,False,843
34641,18481,RU,2019-01-26 17:00:00+00:00,False,320
34642,33129,IT,2019-06-01 00:00:00+00:00,False,308
34643,41810,GB,2019-06-02 00:00:00+00:00,True,600
34644,39984,GB,2019-04-24 23:00:00+00:00,True,574
34645,31671,IT,2019-05-01 15:00:00+00:00,False,854
34646,34570,GB,2019-01-02 04:00:00+00:00,True,646
34647,34053,IT,2019-06-20 06:00:00+00:00,False,200
34648,8618,DE,2019-06-30 00:00:00+00:00,True,127
34649,15491,US,2019-05-24 07:00:00+00:00,False,365
34650,34514,IT,2019-06-29 21:00:00+00:00,True,401
34651,12349,US,2019-03-19 20:00:00+00:00,False,181
34652,30106,IT,2019-03-30 01:00:00+00:00,True,553
34653,35417,GB,2019-01-19 19:00:00+00:00,False,998
34654,43804,TR,2019-01-14 16:00:00+00:00,True,193
34655,14565,US,2019-05-05 00:00:00+00:00,False,751
34656,44151,TR,2019-01-21 21:00:00+00:00,False,872
34657,36999,GB,2019-02-21 18:00:00+00:00,False,860
34658,14378,US,2019-05-01 03:00:00+00:00,True,505
34659,3542,DE,2019-03-16 06:00:00+00:00,True,696
34660,14041,US,2019-04-24 02:00:00+00:00,False,96
34661,32422,IT,2019-05-17 07:00:00+00:00,True,454
34662,12731,US,2019-03-27 19:00:00+00:00,False,217
34663,23456,RU,2019-05-10 09:00:00+00:00,True,731
34664,28943,IT,2019-03-05 19:00:00+00:00,False,642
34665,25161,RU,2019-06-14 21:00:00+00:00,False,483
34666,30911,IT,2019-04-15 19:00:00+00:00,False,56
34667,28326,IT,2019-02-20 23:00:00+00:00,True,824
34668,9949,US,2019-01-28 20:00:00+00:00,False,180
34669,14894,US,2019-05-11 21:00:00+00:00,True,807
34670,30524,IT,2019-04-07 18:00:00+00:00,True,357
34671,44491,TR,2019-01-28 23:00:00+00:00,False,390
34672,31620,IT,2019-04-30 14:00:00+00:00,True,245
34673,25744,RU,2019-06-27 01:00:00+00:00,True,276
34674,44791,TR,2019-02-04 05:00:00+00:00,False,596
34675,31187,IT,2019-04-21 13:00:00+00:00,False,438
34676,51502,TR,2019-06-24 01:00:00+00:00,True,69
34677,30202,IT,2019-04-01 01:00:00+00:00,True,414
34678,34980,GB,2019-01-10 17:00:00+00:00,True,440
34679,27709,IT,2019-02-08 02:00:00+00:00,False,882
34680,17411,RU,2019-01-04 10:00:00+00:00,False,804
34681,12499,US,2019-03-22 23:00:00+00:00,False,478
34682,6488,DE,2019-05-16 15:00:00+00:00,True,84
34683,32034,IT,2019-05-09 05:00:00+00:00,True,978
34684,23343,RU,2019-05-08 00:00:00+00:00,False,645
34685,48307,TR,2019-04-18 11:00:00+00:00,False,168
34686,27548,IT,2019-02-04 18:00:00+00:00,True,786
34687,18937,RU,2019-02-05 05:00:00+00:00,False,123
34688,43130,GB,2019-06-29 12:00:00+00:00,True,347
34689,12423,US,2019-03-21 09:00:00+00:00,False,167
34690,41156,GB,2019-05-19 09:00:00+00:00,True,845
34691,18006,RU,2019-01-16 20:00:00+00:00,True,390
34692,46419,TR,2019-03-10 03:00:00+00:00,False,792
34693,102,DE,2019-01-03 14:00:00+00:00,True,643
34694,25156,RU,2019-06-14 19:00:00+00:00,True,809
34695,2613,DE,2019-02-24 21:00:00+00:00,False,732
34696,29463,IT,2019-03-16 15:00:00+00:00,False,876
34697,31014,IT,2019-04-17 23:00:00+00:00,True,522
34698,14802,US,2019-05-09 23:00:00+00:00,True,930
34699,34024,IT,2019-06-19 16:00:00+00:00,True,685
34700,14341,US,2019-04-30 08:00:00+00:00,False,338
34701,23688,RU,2019-05-15 05:00:00+00:00,True,453
34702,35554,GB,2019-01-22 16:00:00+00:00,True,66
34703,5281,DE,2019-04-21 11:00:00+00:00,False,145
34704,21713,RU,2019-04-04 01:00:00+00:00,False,582
34705,48539,TR,2019-04-23 07:00:00+00:00,False,454
34706,2528,DE,2019-02-23 03:00:00+00:00,True,173
34707,24884,RU,2019-06-09 03:00:00+00:00,True,763
34708,49207,TR,2019-05-07 05:00:00+00:00,False,887
34709,23887,RU,2019-05-19 08:00:00+00:00,False,98
34710,29186,IT,2019-03-10 21:00:00+00:00,True,821
34711,24373,RU,2019-05-29 11:00:00+00:00,False,479
34712,21499,RU,2019-03-30 14:00:00+00:00,False,456
34713,10969,US,2019-02-19 02:00:00+00:00,False,230
34714,25993,IT,2019-01-03 08:00:00+00:00,False,8
34715,39203,GB,2019-04-08 16:00:00+00:00,False,20
34716,51789,TR,2019-06-30 00:00:00+00:00,False,289
34717,20700,RU,2019-03-13 23:00:00+00:00,True,95
34718,43783,TR,2019-01-14 05:00:00+00:00,False,866
34719,31202,IT,2019-04-21 21:00:00+00:00,True,835
34720,5712,DE,2019-04-30 11:00:00+00:00,True,698
34721,31140,IT,2019-04-20 14:00:00+00:00,True,982
34722,1321,DE,2019-01-28 23:00:00+00:00,False,151
34723,39187,GB,2019-04-08 08:00:00+00:00,False,443
34724,1077,DE,2019-01-23 21:00:00+00:00,False,384
34725,45009,TR,2019-02-08 18:00:00+00:00,False,96
34726,43418,TR,2019-01-06 15:00:00+00:00,True,768
34727,39806,GB,2019-04-21 06:00:00+00:00,True,658
34728,30007,IT,2019-03-27 23:00:00+00:00,False,937
34729,12565,US,2019-03-24 08:00:00+00:00,False,170
34730,19356,RU,2019-02-13 23:00:00+00:00,True,231
34731,26179,IT,2019-01-07 05:00:00+00:00,False,457
34732,35893,GB,2019-01-29 17:00:00+00:00,False,238
34733,4305,DE,2019-04-01 03:00:00+00:00,False,629
34734,41445,GB,2019-05-25 09:00:00+00:00,False,147
34735,12045,US,2019-03-13 12:00:00+00:00,False,40
34736,9261,US,2019-01-14 12:00:00+00:00,False,260
34737,41118,GB,2019-05-18 14:00:00+00:00,True,450
34738,6422,DE,2019-05-15 06:00:00+00:00,True,212
34739,3332,DE,2019-03-11 21:00:00+00:00,True,486
34740,22439,RU,2019-04-19 04:00:00+00:00,False,537
34741,8759,US,2019-01-04 01:00:00+00:00,False,132
34742,47275,TR,2019-03-27 23:00:00+00:00,False,892
34743,18515,RU,2019-01-27 10:00:00+00:00,False,92
34744,45968,TR,2019-02-28 18:00:00+00:00,True,355
34745,17796,RU,2019-01-12 11:00:00+00:00,True,244
34746,27685,IT,2019-02-07 14:00:00+00:00,False,713
34747,33361,IT,2019-06-05 20:00:00+00:00,False,562
34748,37628,GB,2019-03-06 21:00:00+00:00,True,514
34749,2147,DE,2019-02-15 04:00:00+00:00,False,567
34750,50822,TR,2019-06-09 21:00:00+00:00,True,298
34751,38101,GB,2019-03-16 17:00:00+00:00,False,848
34752,20467,RU,2019-03-09 02:00:00+00:00,False,964
34753,46184,TR,2019-03-05 06:00:00+00:00,True,461
34754,25768,RU,2019-06-27 13:00:00+00:00,True,638
34755,18303,RU,2019-01-23 00:00:00+00:00,False,624
34756,13031,US,2019-04-03 01:00:00+00:00,False,267
34757,36842,GB,2019-02-18 12:00:00+00:00,True,614
34758,1049,DE,2019-01-23 07:00:00+00:00,False,538
34759,25118,RU,2019-06-14 00:00:00+00:00,True,960
34760,13818,US,2019-04-19 11:00:00+00:00,True,759
34761,24144,RU,2019-05-24 17:00:00+00:00,True,491
34762,38923,GB,2019-04-02 20:00:00+00:00,False,878
34763,44330,TR,2019-01-25 15:00:00+00:00,True,290
34764,1105,DE,2019-01-24 11:00:00+00:00,False,692
34765,1299,DE,2019-01-28 12:00:00+00:00,False,273
34766,8352,DE,2019-06-24 11:00:00+00:00,True,67
34767,28662,IT,2019-02-27 23:00:00+00:00,True,234
34768,36880,GB,2019-02-19 07:00:00+00:00,True,337
34769,28721,IT,2019-03-01 04:00:00+00:00,False,140
34770,38298,GB,2019-03-20 20:00:00+00:00,True,795
34771,44326,TR,2019-01-25 13:00:00+00:00,True,420
34772,684,DE,2019-01-15 17:00:00+00:00,True,218
34773,34947,GB,2019-01-10 00:00:00+00:00,False,550
34774,13402,US,2019-04-10 19:00:00+00:00,True,641
34775,14170,US,2019-04-26 19:00:00+00:00,True,975
34776,28583,IT,2019-02-26 07:00:00+00:00,False,566
34777,40601,GB,2019-05-07 19:00:00+00:00,False,309
34778,51208,TR,2019-06-17 22:00:00+00:00,True,595
34779,15530,US,2019-05-25 03:00:00+00:00,True,322
34780,1177,DE,2019-01-25 23:00:00+00:00,False,189
34781,29836,IT,2019-03-24 10:00:00+00:00,True,988
34782,3217,DE,2019-03-09 11:00:00+00:00,False,894
34783,35247,GB,2019-01-16 06:00:00+00:00,False,918
34784,19737,RU,2019-02-21 21:00:00+00:00,False,723
34785,19216,RU,2019-02-11 01:00:00+00:00,True,925
34786,43187,TR,2019-01-01 19:00:00+00:00,False,178
34787,47547,TR,2019-04-02 15:00:00+00:00,False,244
34788,40503,GB,2019-05-05 18:00:00+00:00,False,797
34789,44713,TR,2019-02-02 14:00:00+00:00,False,298
34790,7255,DE,2019-06-01 14:00:00+00:00,False,150
34791,28267,IT,2019-02-19 17:00:00+00:00,False,321
34792,25049,RU,2019-06-12 13:00:00+00:00,False,87
34793,27496,IT,2019-02-03 16:00:00+00:00,True,536
34794,41783,GB,2019-06-01 10:00:00+00:00,False,368
34795,48221,TR,2019-04-16 16:00:00+00:00,False,33
34796,19787,RU,2019-02-22 22:00:00+00:00,False,954
34797,26382,IT,2019-01-11 11:00:00+00:00,True,417
34798,17932,RU,2019-01-15 07:00:00+00:00,True,244
34799,9937,US,2019-01-28 14:00:00+00:00,False,65
34800,9206,US,2019-01-13 09:00:00+00:00,True,797
34801,15154,US,2019-05-17 07:00:00+00:00,True,582
34802,40380,GB,2019-05-03 05:00:00+00:00,True,91
34803,8801,US,2019-01-04 22:00:00+00:00,False,216
34804,51418,TR,2019-06-22 07:00:00+00:00,True,435
34805,888,DE,2019-01-19 23:00:00+00:00,True,696
34806,12323,US,2019-03-19 07:00:00+00:00,False,199
34807,12007,US,2019-03-12 17:00:00+00:00,False,43
34808,29169,IT,2019-03-10 12:00:00+00:00,False,147
34809,36314,GB,2019-02-07 12:00:00+00:00,True,832
34810,18066,RU,2019-01-18 02:00:00+00:00,True,214
34811,32451,IT,2019-05-17 21:00:00+00:00,False,533
34812,1632,DE,2019-02-04 11:00:00+00:00,True,681
34813,30975,IT,2019-04-17 03:00:00+00:00,False,244
34814,15826,US,2019-05-31 07:00:00+00:00,True,123
34815,14675,US,2019-05-07 07:00:00+00:00,False,945
34816,16914,US,2019-06-22 23:00:00+00:00,True,585
34817,27387,IT,2019-02-01 09:00:00+00:00,False,632
34818,23405,RU,2019-05-09 07:00:00+00:00,False,583
34819,23716,RU,2019-05-15 19:00:00+00:00,True,150
34820,23216,RU,2019-05-05 09:00:00+00:00,True,580
34821,50097,TR,2019-05-25 18:00:00+00:00,False,783
34822,43752,TR,2019-01-13 14:00:00+00:00,True,679
34823,30482,IT,2019-04-06 21:00:00+00:00,True,521
34824,28911,IT,2019-03-05 03:00:00+00:00,False,863
34825,18505,RU,2019-01-27 05:00:00+00:00,False,910
34826,23063,RU,2019-05-02 04:00:00+00:00,False,176
34827,5731,DE,2019-04-30 20:00:00+00:00,False,107
34828,6815,DE,2019-05-23 10:00:00+00:00,False,712
34829,16371,US,2019-06-11 15:00:00+00:00,False,751
34830,24530,RU,2019-06-01 18:00:00+00:00,True,286
34831,24068,RU,2019-05-23 03:00:00+00:00,True,180
34832,9907,US,2019-01-27 23:00:00+00:00,False,734
34833,37787,GB,2019-03-10 04:00:00+00:00,False,143
34834,44950,TR,2019-02-07 13:00:00+00:00,True,464
34835,27082,IT,2019-01-26 01:00:00+00:00,True,385
